Date,Brand Name,Generic / Formula Name,Area,Dosage / Strength,Therapeutic Class,Units Sold,Unnamed: 0,temperature_2m_mean,temperature_2m_min,temperature_2m_max,precipitation_sum,relative_humidity_2m_mean,relative_humidity_2m_max,relative_humidity_2m_min,apparent_temperature_mean,apparent_temperature_max,apparent_temperature_min
2023-10-05,Rocephin,Ceftriaxone,gulistan-e-jauhar,125 mg/5 mL syrup,Antidiabetic,43,278.0,28.937498,26.85,31.45,0.0,73.199104,86.46775,60.18296,31.942972,33.57001,30.959309
2023-10-05,Hydrocortisone,Hydrocortisone,gulshan,100 mg capsule,Respiratory,34,278.0,28.937498,26.85,31.45,0.0,73.199104,86.46775,60.18296,31.942972,33.57001,30.959309
2023-10-05,Panadol,Paracetamol,north nazimabad,20 mg capsule,Analgesic,23,278.0,28.937498,26.85,31.45,0.0,73.199104,86.46775,60.18296,31.942972,33.57001,30.959309
2023-11-05,Amoxil,Amoxicillin,gulistan-e-jauhar,20 mg capsule,NSAID,47,309.0,28.2875,22.25,35.0,0.0,58.250774,94.73343,20.152632,29.54759,34.017662,24.7381
2023-11-05,Augmentin,Amoxicillin + Clavulanate,clifton,250 mg tablet,Antibiotic,15,309.0,28.2875,22.25,35.0,0.0,58.250774,94.73343,20.152632,29.54759,34.017662,24.7381
2023-11-05,Cipro,Ciprofloxacin,pechs,20 mg capsule,Analgesic,18,309.0,28.2875,22.25,35.0,0.0,58.250774,94.73343,20.152632,29.54759,34.017662,24.7381
2023-12-05,Voltaren,Diclofenac,gulistan-e-jauhar,50 mg tablet,Antihypertensive,37,339.0,21.525,16.25,28.2,0.0,42.563,62.66013,19.062162,18.50134,23.873922,13.901262
2023-12-05,Panadol,Paracetamol,clifton,200 mg tablet,Analgesic,3,339.0,21.525,16.25,28.2,0.0,42.563,62.66013,19.062162,18.50134,23.873922,13.901262
2023-12-05,Amoxil,Amoxicillin,landhi,500 mg tablet,NSAID,32,339.0,21.525,16.25,28.2,0.0,42.563,62.66013,19.062162,18.50134,23.873922,13.901262
2023-01-06,Augmentin,Amoxicillin + Clavulanate,north nazimabad,20 mg capsule,Antibiotic,21,6.0,19.897915,15.05,26.0,0.0,29.16636,37.91051,20.606192,15.391576,22.96119,10.12264
2023-01-06,Norvasc,Amlodipine,gulshan,100 µg inhaler,Cardiovascular,5,6.0,19.897915,15.05,26.0,0.0,29.16636,37.91051,20.606192,15.391576,22.96119,10.12264
2023-01-06,Omeprazole,Omeprazole,north nazimabad,100 mg capsule,Antibiotic,26,6.0,19.897915,15.05,26.0,0.0,29.16636,37.91051,20.606192,15.391576,22.96119,10.12264
2023-02-06,Hydrocortisone,Hydrocortisone,pechs,150 mg tablet,Respiratory,22,37.0,20.308332,14.5,25.15,0.0,74.332726,93.813446,45.54287,20.788612,25.44767,14.430063
2023-02-06,Diflucan,Fluconazole,pechs,50 mg tablet,NSAID,35,37.0,20.308332,14.5,25.15,0.0,74.332726,93.813446,45.54287,20.788612,25.44767,14.430063
2023-02-06,Omeprazole,Omeprazole,gulistan-e-jauhar,250 mg tablet,Antibiotic,38,37.0,20.308332,14.5,25.15,0.0,74.332726,93.813446,45.54287,20.788612,25.44767,14.430063
2023-03-06,Zithromax,Azithromycin,gulshan,250 mg tablet,Antibiotic,12,65.0,24.685417,19.8,30.2,0.0,70.94205,96.04024,43.57437,26.347916,33.085342,20.950308
2023-03-06,Suprax,Cefixime,gulistan-e-jauhar,100 µg inhaler,Antibiotic,50,65.0,24.685417,19.8,30.2,0.0,70.94205,96.04024,43.57437,26.347916,33.085342,20.950308
2023-03-06,Augmentin,Amoxicillin + Clavulanate,korangi,200 mg tablet,Antibiotic,42,65.0,24.685417,19.8,30.2,0.0,70.94205,96.04024,43.57437,26.347916,33.085342,20.950308
2023-05-06,Ventolin,Salbutamol,lyari,100 mg capsule,Respiratory,21,126.0,28.408333,25.9,32.2,0.0,80.34825,94.52215,60.855396,32.127884,36.089016,29.38388
2023-05-06,Glucophage,Metformin,pechs,200 mg tablet,Antidiabetic,19,126.0,28.408333,25.9,32.2,0.0,80.34825,94.52215,60.855396,32.127884,36.089016,29.38388
2023-05-06,Aspirin,Aspirin,clifton,100 mg capsule,Antihypertensive,24,126.0,28.408333,25.9,32.2,0.0,80.34825,94.52215,60.855396,32.127884,36.089016,29.38388
2023-06-06,Glucophage,Metformin,gulistan-e-jauhar,150 mg tablet,Antidiabetic,20,157.0,30.625,28.8,33.15,0.0,81.35555,90.02924,69.21727,35.84838,39.357704,33.781006
2023-06-06,Voltaren,Diclofenac,korangi,150 mg tablet,Antihypertensive,18,157.0,30.625,28.8,33.15,0.0,81.35555,90.02924,69.21727,35.84838,39.357704,33.781006
2023-06-06,Cipro,Ciprofloxacin,clifton,500 mg tablet,Analgesic,11,157.0,30.625,28.8,33.15,0.0,81.35555,90.02924,69.21727,35.84838,39.357704,33.781006
2023-07-06,Omeprazole,Omeprazole,korangi,100 mg capsule,Antibiotic,15,187.0,31.650002,29.1,35.45,0.0,73.454315,85.913216,55.557213,36.87327,40.584427,35.113495
2023-07-06,Salbutamol,Salbutamol,gulshan,125 mg/5 mL syrup,Antifungal,12,187.0,31.650002,29.1,35.45,0.0,73.454315,85.913216,55.557213,36.87327,40.584427,35.113495
2023-07-06,Zithromax,Azithromycin,gulistan-e-jauhar,100 µg inhaler,Antibiotic,14,187.0,31.650002,29.1,35.45,0.0,73.454315,85.913216,55.557213,36.87327,40.584427,35.113495
2023-08-06,Amoxil,Amoxicillin,landhi,50 mg tablet,NSAID,31,218.0,28.014585,26.65,29.95,1.7000002,80.22716,89.34988,70.91992,29.425207,30.668518,28.551193
2023-08-06,Metronidazole,Metronidazole,saddar,200 mg tablet,Cardiovascular,17,218.0,28.014585,26.65,29.95,1.7000002,80.22716,89.34988,70.91992,29.425207,30.668518,28.551193
2023-08-06,Omeprazole,Omeprazole,gulistan-e-jauhar,100 µg inhaler,Antibiotic,40,218.0,28.014585,26.65,29.95,1.7000002,80.22716,89.34988,70.91992,29.425207,30.668518,28.551193
2023-09-06,Zithromax,Azithromycin,landhi,200 mg tablet,Antibiotic,40,249.0,28.247917,25.7,32.0,0.0,80.26058,93.117584,61.7788,31.96238,35.641655,30.007637
2023-09-06,Amoxil,Amoxicillin,lyari,200 mg tablet,NSAID,21,249.0,28.247917,25.7,32.0,0.0,80.26058,93.117584,61.7788,31.96238,35.641655,30.007637
2023-09-06,Rocephin,Ceftriaxone,gulshan,100 mg capsule,Antidiabetic,18,249.0,28.247917,25.7,32.0,0.0,80.26058,93.117584,61.7788,31.96238,35.641655,30.007637
2023-10-06,Augmentin,Amoxicillin + Clavulanate,gulshan,50 mg tablet,Antibiotic,4,279.0,28.822916,27.4,30.65,0.3,74.42154,81.785545,63.566837,31.93984,32.86067,30.790989
2023-10-06,Norvasc,Amlodipine,pechs,100 µg inhaler,Cardiovascular,1,279.0,28.822916,27.4,30.65,0.3,74.42154,81.785545,63.566837,31.93984,32.86067,30.790989
2023-10-06,Flagyl,Metronidazole,korangi,150 mg tablet,Antifungal,35,279.0,28.822916,27.4,30.65,0.3,74.42154,81.785545,63.566837,31.93984,32.86067,30.790989
2023-12-06,Cipro,Ciprofloxacin,bahadurabad,500 mg tablet,Analgesic,31,340.0,21.59167,16.1,28.0,0.0,40.392838,58.068047,21.309977,18.556423,23.810204,13.540529
2023-12-06,Hydrocortisone,Hydrocortisone,north nazimabad,50 mg tablet,Respiratory,15,340.0,21.59167,16.1,28.0,0.0,40.392838,58.068047,21.309977,18.556423,23.810204,13.540529
2023-12-06,Panadol,Paracetamol,clifton,250 mg tablet,Analgesic,17,340.0,21.59167,16.1,28.0,0.0,40.392838,58.068047,21.309977,18.556423,23.810204,13.540529
2023-01-07,Ventolin,Salbutamol,clifton,100 mg capsule,Respiratory,19,7.0,19.166666,14.2,24.55,0.0,39.15389,60.77862,22.704578,16.185373,22.766104,9.954251
2023-01-07,Diflucan,Fluconazole,clifton,100 µg inhaler,NSAID,47,7.0,19.166666,14.2,24.55,0.0,39.15389,60.77862,22.704578,16.185373,22.766104,9.954251
2023-01-07,Omeprazole,Omeprazole,korangi,150 mg tablet,Antibiotic,13,7.0,19.166666,14.2,24.55,0.0,39.15389,60.77862,22.704578,16.185373,22.766104,9.954251
2023-03-07,Zithromax,Azithromycin,clifton,100 µg inhaler,Antibiotic,42,66.0,24.735415,19.8,29.55,0.0,73.05092,95.45358,45.63778,26.806402,32.73406,21.913023
2023-03-07,Norvasc,Amlodipine,korangi,150 mg tablet,Cardiovascular,42,66.0,24.735415,19.8,29.55,0.0,73.05092,95.45358,45.63778,26.806402,32.73406,21.913023
2023-03-07,Aspirin,Aspirin,gulistan-e-jauhar,100 µg inhaler,Antihypertensive,2,66.0,24.735415,19.8,29.55,0.0,73.05092,95.45358,45.63778,26.806402,32.73406,21.913023
2023-04-07,Suprax,Cefixime,gulshan,50 mg tablet,Antibiotic,2,97.0,25.822914,21.85,30.75,0.0,76.44549,96.99703,47.71629,28.255074,34.607307,24.51306
2023-04-07,Aspirin,Aspirin,korangi,500 mg tablet,Antihypertensive,19,97.0,25.822914,21.85,30.75,0.0,76.44549,96.99703,47.71629,28.255074,34.607307,24.51306
2023-04-07,Norvasc,Amlodipine,lyari,50 mg tablet,Cardiovascular,33,97.0,25.822914,21.85,30.75,0.0,76.44549,96.99703,47.71629,28.255074,34.607307,24.51306
2023-05-07,Diflucan,Fluconazole,pechs,150 mg tablet,NSAID,2,127.0,28.833334,25.85,32.95,0.0,78.78375,95.3574,56.7796,32.864513,36.81546,30.570454
2023-05-07,Omeprazole,Omeprazole,gulistan-e-jauhar,500 mg tablet,Antibiotic,50,127.0,28.833334,25.85,32.95,0.0,78.78375,95.3574,56.7796,32.864513,36.81546,30.570454
2023-05-07,Aspirin,Aspirin,gulshan,20 mg capsule,Antihypertensive,49,127.0,28.833334,25.85,32.95,0.0,78.78375,95.3574,56.7796,32.864513,36.81546,30.570454
2023-06-07,Zithromax,Azithromycin,gulistan-e-jauhar,100 µg inhaler,Antibiotic,32,158.0,30.310417,28.7,32.6,0.0,77.533,88.198875,64.94066,34.764652,36.453156,33.467426
2023-06-07,Panadol,Paracetamol,clifton,200 mg tablet,Analgesic,41,158.0,30.310417,28.7,32.6,0.0,77.533,88.198875,64.94066,34.764652,36.453156,33.467426
2023-06-07,Zithromax,Azithromycin,north nazimabad,500 mg tablet,Antibiotic,25,158.0,30.310417,28.7,32.6,0.0,77.533,88.198875,64.94066,34.764652,36.453156,33.467426
2023-07-07,Lipitor,Atorvastatin,saddar,150 mg tablet,Antibiotic,49,188.0,31.304167,29.35,34.9,4.0,73.39922,84.681,56.25927,36.089905,39.37797,33.800316
2023-07-07,Suprax,Cefixime,north nazimabad,500 mg tablet,Antibiotic,1,188.0,31.304167,29.35,34.9,4.0,73.39922,84.681,56.25927,36.089905,39.37797,33.800316
2023-07-07,Aspirin,Aspirin,clifton,50 mg tablet,Antihypertensive,11,188.0,31.304167,29.35,34.9,4.0,73.39922,84.681,56.25927,36.089905,39.37797,33.800316
2023-08-07,Omeprazole,Omeprazole,gulistan-e-jauhar,100 µg inhaler,Antibiotic,30,219.0,27.96875,26.65,29.85,2.2000003,81.6231,90.14605,73.27846,30.085312,31.66504,29.159157
2023-08-07,Hydrocortisone,Hydrocortisone,lyari,150 mg tablet,Respiratory,39,219.0,27.96875,26.65,29.85,2.2000003,81.6231,90.14605,73.27846,30.085312,31.66504,29.159157
2023-08-07,Amoxil,Amoxicillin,lyari,250 mg tablet,NSAID,49,219.0,27.96875,26.65,29.85,2.2000003,81.6231,90.14605,73.27846,30.085312,31.66504,29.159157
2023-10-07,Norvasc,Amlodipine,gulshan,200 mg tablet,Cardiovascular,42,280.0,29.049997,27.05,31.55,0.9000001,77.140236,87.26533,66.29364,32.617138,34.521606,31.189415
2023-10-07,Glucophage,Metformin,clifton,125 mg/5 mL syrup,Antidiabetic,7,280.0,29.049997,27.05,31.55,0.9000001,77.140236,87.26533,66.29364,32.617138,34.521606,31.189415
2023-10-07,Eltroxin,Levothyroxine,korangi,200 mg tablet,Antibiotic,27,280.0,29.049997,27.05,31.55,0.9000001,77.140236,87.26533,66.29364,32.617138,34.521606,31.189415
2023-11-07,Rocephin,Ceftriaxone,gulistan-e-jauhar,100 µg inhaler,Antidiabetic,33,311.0,27.549997,22.5,32.5,0.0,49.377346,67.592415,30.805983,28.149183,32.268402,22.924984
2023-11-07,Metronidazole,Metronidazole,north nazimabad,100 µg inhaler,Cardiovascular,25,311.0,27.549997,22.5,32.5,0.0,49.377346,67.592415,30.805983,28.149183,32.268402,22.924984
2023-11-07,Zithromax,Azithromycin,gulistan-e-jauhar,20 mg capsule,Antibiotic,22,311.0,27.549997,22.5,32.5,0.0,49.377346,67.592415,30.805983,28.149183,32.268402,22.924984
2023-12-07,Voltaren,Diclofenac,saddar,50 mg tablet,Antihypertensive,25,341.0,20.833334,14.7,26.95,0.0,53.688366,79.88419,28.144089,19.706902,26.003849,12.142284
2023-12-07,Diflucan,Fluconazole,gulistan-e-jauhar,100 mg capsule,NSAID,17,341.0,20.833334,14.7,26.95,0.0,53.688366,79.88419,28.144089,19.706902,26.003849,12.142284
2023-12-07,Panadol,Paracetamol,gulshan,200 mg tablet,Analgesic,26,341.0,20.833334,14.7,26.95,0.0,53.688366,79.88419,28.144089,19.706902,26.003849,12.142284
2023-01-08,Hydrocortisone,Hydrocortisone,landhi,500 mg tablet,Respiratory,47,8.0,19.329166,14.05,23.85,0.0,69.888145,91.94808,52.601555,19.36741,24.98175,12.53767
2023-01-08,Amoxil,Amoxicillin,lyari,200 mg tablet,NSAID,1,8.0,19.329166,14.05,23.85,0.0,69.888145,91.94808,52.601555,19.36741,24.98175,12.53767
2023-01-08,Lipitor,Atorvastatin,korangi,125 mg/5 mL syrup,Antibiotic,36,8.0,19.329166,14.05,23.85,0.0,69.888145,91.94808,52.601555,19.36741,24.98175,12.53767
2023-02-08,Suprax,Cefixime,gulshan,250 mg tablet,Antibiotic,50,39.0,21.693748,18.55,25.05,0.0,85.27598,97.53737,63.303497,22.710844,26.354055,19.63449
2023-02-08,Diflucan,Fluconazole,pechs,100 mg capsule,NSAID,7,39.0,21.693748,18.55,25.05,0.0,85.27598,97.53737,63.303497,22.710844,26.354055,19.63449
2023-02-08,Salbutamol,Salbutamol,saddar,100 mg capsule,Antifungal,44,39.0,21.693748,18.55,25.05,0.0,85.27598,97.53737,63.303497,22.710844,26.354055,19.63449
2023-03-08,Panadol,Paracetamol,saddar,200 mg tablet,Analgesic,27,67.0,25.856249,20.0,31.9,0.0,59.89797,96.367096,24.840652,26.565725,31.880016,21.138214
2023-03-08,Norvasc,Amlodipine,gulistan-e-jauhar,150 mg tablet,Cardiovascular,45,67.0,25.856249,20.0,31.9,0.0,59.89797,96.367096,24.840652,26.565725,31.880016,21.138214
2023-03-08,Lipitor,Atorvastatin,bahadurabad,20 mg capsule,Antibiotic,7,67.0,25.856249,20.0,31.9,0.0,59.89797,96.367096,24.840652,26.565725,31.880016,21.138214
2023-04-08,Flagyl,Metronidazole,clifton,200 mg tablet,Antifungal,34,98.0,25.627083,22.3,29.65,0.0,78.20582,96.11314,54.991566,28.068466,31.772022,25.502483
2023-04-08,Rocephin,Ceftriaxone,landhi,500 mg tablet,Antidiabetic,43,98.0,25.627083,22.3,29.65,0.0,78.20582,96.11314,54.991566,28.068466,31.772022,25.502483
2023-04-08,Rocephin,Ceftriaxone,bahadurabad,20 mg capsule,Antidiabetic,15,98.0,25.627083,22.3,29.65,0.0,78.20582,96.11314,54.991566,28.068466,31.772022,25.502483
2023-05-08,Salbutamol,Salbutamol,lyari,150 mg tablet,Antifungal,48,128.0,28.349998,24.55,32.0,0.0,78.66165,93.90625,60.307186,32.59309,35.89944,29.168041
2023-05-08,Hydrocortisone,Hydrocortisone,pechs,20 mg capsule,Respiratory,6,128.0,28.349998,24.55,32.0,0.0,78.66165,93.90625,60.307186,32.59309,35.89944,29.168041
2023-05-08,Augmentin,Amoxicillin + Clavulanate,saddar,20 mg capsule,Antibiotic,50,128.0,28.349998,24.55,32.0,0.0,78.66165,93.90625,60.307186,32.59309,35.89944,29.168041
2023-07-08,Suprax,Cefixime,bahadurabad,50 mg tablet,Antibiotic,32,189.0,30.98333,28.75,33.9,0.1,74.324745,86.90003,61.64188,35.589756,39.423065,33.585102
2023-07-08,Augmentin,Amoxicillin + Clavulanate,pechs,150 mg tablet,Antibiotic,45,189.0,30.98333,28.75,33.9,0.1,74.324745,86.90003,61.64188,35.589756,39.423065,33.585102
2023-07-08,Salbutamol,Salbutamol,gulistan-e-jauhar,100 mg capsule,Antifungal,20,189.0,30.98333,28.75,33.9,0.1,74.324745,86.90003,61.64188,35.589756,39.423065,33.585102
2023-08-08,Panadol,Paracetamol,saddar,200 mg tablet,Analgesic,11,220.0,27.945831,26.55,30.05,0.8000001,81.677864,89.87748,72.215805,30.256233,31.935966,29.297588
2023-08-08,Flagyl,Metronidazole,korangi,125 mg/5 mL syrup,Antifungal,34,220.0,27.945831,26.55,30.05,0.8000001,81.677864,89.87748,72.215805,30.256233,31.935966,29.297588
2023-08-08,Eltroxin,Levothyroxine,gulshan,125 mg/5 mL syrup,Antibiotic,33,220.0,27.945831,26.55,30.05,0.8000001,81.677864,89.87748,72.215805,30.256233,31.935966,29.297588
2023-09-08,Rocephin,Ceftriaxone,gulshan,200 mg tablet,Antidiabetic,17,251.0,28.047915,26.05,31.2,0.0,79.32521,91.205605,62.153248,30.704695,33.69431,28.321026
2023-09-08,Augmentin,Amoxicillin + Clavulanate,landhi,100 µg inhaler,Antibiotic,3,251.0,28.047915,26.05,31.2,0.0,79.32521,91.205605,62.153248,30.704695,33.69431,28.321026
2023-09-08,Zithromax,Azithromycin,saddar,100 µg inhaler,Antibiotic,44,251.0,28.047915,26.05,31.2,0.0,79.32521,91.205605,62.153248,30.704695,33.69431,28.321026
2023-10-08,Ventolin,Salbutamol,korangi,500 mg tablet,Respiratory,31,281.0,28.958334,27.2,32.1,0.0,77.66677,89.38721,59.246635,32.18548,34.233467,31.135853
2023-10-08,Voltaren,Diclofenac,landhi,125 mg/5 mL syrup,Antihypertensive,23,281.0,28.958334,27.2,32.1,0.0,77.66677,89.38721,59.246635,32.18548,34.233467,31.135853
2023-10-08,Eltroxin,Levothyroxine,bahadurabad,150 mg tablet,Antibiotic,5,281.0,28.958334,27.2,32.1,0.0,77.66677,89.38721,59.246635,32.18548,34.233467,31.135853
2023-11-08,Suprax,Cefixime,lyari,100 µg inhaler,Antibiotic,21,312.0,27.520836,22.3,33.4,0.0,61.927784,86.566666,27.02868,29.318914,33.884357,24.874868
2023-11-08,Zithromax,Azithromycin,lyari,20 mg capsule,Antibiotic,19,312.0,27.520836,22.3,33.4,0.0,61.927784,86.566666,27.02868,29.318914,33.884357,24.874868
2023-11-08,Amoxil,Amoxicillin,north nazimabad,125 mg/5 mL syrup,NSAID,7,312.0,27.520836,22.3,33.4,0.0,61.927784,86.566666,27.02868,29.318914,33.884357,24.874868
2023-12-08,Eltroxin,Levothyroxine,lyari,125 mg/5 mL syrup,Antibiotic,32,342.0,22.21875,17.35,28.4,0.0,72.1965,93.10382,32.92927,23.26621,28.200165,18.314274
2023-12-08,Panadol,Paracetamol,gulistan-e-jauhar,200 mg tablet,Analgesic,46,342.0,22.21875,17.35,28.4,0.0,72.1965,93.10382,32.92927,23.26621,28.200165,18.314274
2023-12-08,Voltaren,Diclofenac,landhi,500 mg tablet,Antihypertensive,44,342.0,22.21875,17.35,28.4,0.0,72.1965,93.10382,32.92927,23.26621,28.200165,18.314274
2023-01-09,Zithromax,Azithromycin,saddar,20 mg capsule,Antibiotic,43,9.0,19.797918,15.75,23.65,0.0,72.77563,95.35396,38.281982,19.865618,23.300121,14.847246
2023-01-09,Voltaren,Diclofenac,north nazimabad,125 mg/5 mL syrup,Antihypertensive,20,9.0,19.797918,15.75,23.65,0.0,72.77563,95.35396,38.281982,19.865618,23.300121,14.847246
2023-01-09,Lipitor,Atorvastatin,north nazimabad,100 µg inhaler,Antibiotic,29,9.0,19.797918,15.75,23.65,0.0,72.77563,95.35396,38.281982,19.865618,23.300121,14.847246
2023-02-09,Ventolin,Salbutamol,korangi,100 mg capsule,Respiratory,35,40.0,22.550001,20.75,25.65,0.0,81.01067,95.19105,60.349834,22.80741,25.383305,21.326904
2023-02-09,Eltroxin,Levothyroxine,gulistan-e-jauhar,100 µg inhaler,Antibiotic,36,40.0,22.550001,20.75,25.65,0.0,81.01067,95.19105,60.349834,22.80741,25.383305,21.326904
2023-02-09,Flagyl,Metronidazole,lyari,200 mg tablet,Antifungal,33,40.0,22.550001,20.75,25.65,0.0,81.01067,95.19105,60.349834,22.80741,25.383305,21.326904
2023-04-09,Metronidazole,Metronidazole,clifton,125 mg/5 mL syrup,Cardiovascular,16,99.0,25.15,22.2,28.25,0.0,82.01106,100.0,65.62109,28.413666,31.52694,26.105936
2023-04-09,Eltroxin,Levothyroxine,saddar,100 µg inhaler,Antibiotic,35,99.0,25.15,22.2,28.25,0.0,82.01106,100.0,65.62109,28.413666,31.52694,26.105936
2023-04-09,Diflucan,Fluconazole,gulistan-e-jauhar,50 mg tablet,NSAID,5,99.0,25.15,22.2,28.25,0.0,82.01106,100.0,65.62109,28.413666,31.52694,26.105936
2023-05-09,Norvasc,Amlodipine,landhi,20 mg capsule,Cardiovascular,27,129.0,29.414583,25.35,34.6,0.0,71.37609,97.071495,37.1246,32.825108,36.191906,30.129028
2023-05-09,Voltaren,Diclofenac,clifton,250 mg tablet,Antihypertensive,23,129.0,29.414583,25.35,34.6,0.0,71.37609,97.071495,37.1246,32.825108,36.191906,30.129028
2023-05-09,Cipro,Ciprofloxacin,gulistan-e-jauhar,125 mg/5 mL syrup,Analgesic,22,129.0,29.414583,25.35,34.6,0.0,71.37609,97.071495,37.1246,32.825108,36.191906,30.129028
2023-06-09,Metronidazole,Metronidazole,saddar,100 µg inhaler,Cardiovascular,28,160.0,29.918753,28.3,31.95,0.2,75.97582,84.853874,67.17016,34.12718,37.332287,32.381638
2023-06-09,Voltaren,Diclofenac,saddar,100 µg inhaler,Antihypertensive,2,160.0,29.918753,28.3,31.95,0.2,75.97582,84.853874,67.17016,34.12718,37.332287,32.381638
2023-06-09,Suprax,Cefixime,clifton,50 mg tablet,Antibiotic,30,160.0,29.918753,28.3,31.95,0.2,75.97582,84.853874,67.17016,34.12718,37.332287,32.381638
2023-07-09,Omeprazole,Omeprazole,lyari,150 mg tablet,Antibiotic,44,190.0,30.960417,28.65,33.65,0.0,67.311455,79.96645,54.2739,34.166576,37.195988,32.591763
2023-07-09,Aspirin,Aspirin,north nazimabad,100 mg capsule,Antihypertensive,50,190.0,30.960417,28.65,33.65,0.0,67.311455,79.96645,54.2739,34.166576,37.195988,32.591763
2023-07-09,Salbutamol,Salbutamol,bahadurabad,500 mg tablet,Antifungal,33,190.0,30.960417,28.65,33.65,0.0,67.311455,79.96645,54.2739,34.166576,37.195988,32.591763
2023-08-09,Augmentin,Amoxicillin + Clavulanate,gulshan,100 mg capsule,Antibiotic,31,221.0,27.806253,26.35,30.0,1.6000001,82.372734,90.68203,71.142006,30.195951,31.398056,29.324848
2023-08-09,Zithromax,Azithromycin,saddar,125 mg/5 mL syrup,Antibiotic,37,221.0,27.806253,26.35,30.0,1.6000001,82.372734,90.68203,71.142006,30.195951,31.398056,29.324848
2023-08-09,Diflucan,Fluconazole,saddar,20 mg capsule,NSAID,37,221.0,27.806253,26.35,30.0,1.6000001,82.372734,90.68203,71.142006,30.195951,31.398056,29.324848
2023-09-09,Zithromax,Azithromycin,gulistan-e-jauhar,250 mg tablet,Antibiotic,49,252.0,27.943747,25.85,31.15,0.0,80.21091,92.00319,63.86567,30.477274,33.755547,28.387707
2023-09-09,Voltaren,Diclofenac,saddar,150 mg tablet,Antihypertensive,27,252.0,27.943747,25.85,31.15,0.0,80.21091,92.00319,63.86567,30.477274,33.755547,28.387707
2023-09-09,Diflucan,Fluconazole,gulistan-e-jauhar,20 mg capsule,NSAID,10,252.0,27.943747,25.85,31.15,0.0,80.21091,92.00319,63.86567,30.477274,33.755547,28.387707
2023-11-09,Omeprazole,Omeprazole,landhi,50 mg tablet,Antibiotic,49,313.0,27.677086,22.15,34.65,0.0,51.26648,88.89737,10.639723,27.598679,31.66742,21.31946
2023-11-09,Eltroxin,Levothyroxine,landhi,150 mg tablet,Antibiotic,37,313.0,27.677086,22.15,34.65,0.0,51.26648,88.89737,10.639723,27.598679,31.66742,21.31946
2023-11-09,Suprax,Cefixime,pechs,500 mg tablet,Antibiotic,28,313.0,27.677086,22.15,34.65,0.0,51.26648,88.89737,10.639723,27.598679,31.66742,21.31946
2023-12-09,Hydrocortisone,Hydrocortisone,lyari,100 µg inhaler,Respiratory,46,343.0,20.885416,14.95,26.6,0.0,62.29929,92.14707,35.35023,20.555952,25.93515,13.726717
2023-12-09,Zithromax,Azithromycin,landhi,200 mg tablet,Antibiotic,26,343.0,20.885416,14.95,26.6,0.0,62.29929,92.14707,35.35023,20.555952,25.93515,13.726717
2023-12-09,Amoxil,Amoxicillin,landhi,150 mg tablet,NSAID,31,343.0,20.885416,14.95,26.6,0.0,62.29929,92.14707,35.35023,20.555952,25.93515,13.726717
2023-02-10,Suprax,Cefixime,gulistan-e-jauhar,250 mg tablet,Antibiotic,47,41.0,22.081251,16.6,28.2,0.0,66.70308,97.82917,21.588434,21.951195,28.070671,16.662285
2023-02-10,Cipro,Ciprofloxacin,saddar,50 mg tablet,Analgesic,47,41.0,22.081251,16.6,28.2,0.0,66.70308,97.82917,21.588434,21.951195,28.070671,16.662285
2023-02-10,Suprax,Cefixime,bahadurabad,100 mg capsule,Antibiotic,17,41.0,22.081251,16.6,28.2,0.0,66.70308,97.82917,21.588434,21.951195,28.070671,16.662285
2023-03-10,Lipitor,Atorvastatin,north nazimabad,20 mg capsule,Antibiotic,5,69.0,25.38542,19.6,30.6,0.0,62.99614,86.85499,35.65741,26.400583,32.106796,20.852919
2023-03-10,Amoxil,Amoxicillin,gulshan,150 mg tablet,NSAID,19,69.0,25.38542,19.6,30.6,0.0,62.99614,86.85499,35.65741,26.400583,32.106796,20.852919
2023-03-10,Glucophage,Metformin,gulshan,125 mg/5 mL syrup,Antidiabetic,28,69.0,25.38542,19.6,30.6,0.0,62.99614,86.85499,35.65741,26.400583,32.106796,20.852919
2023-04-10,Norvasc,Amlodipine,clifton,250 mg tablet,Cardiovascular,16,100.0,25.19375,21.45,29.05,0.0,81.57226,100.0,52.49514,28.26105,31.84502,25.199144
2023-04-10,Norvasc,Amlodipine,bahadurabad,100 µg inhaler,Cardiovascular,48,100.0,25.19375,21.45,29.05,0.0,81.57226,100.0,52.49514,28.26105,31.84502,25.199144
2023-04-10,Rocephin,Ceftriaxone,korangi,100 µg inhaler,Antidiabetic,40,100.0,25.19375,21.45,29.05,0.0,81.57226,100.0,52.49514,28.26105,31.84502,25.199144
2023-05-10,Amoxil,Amoxicillin,lyari,200 mg tablet,NSAID,2,130.0,30.164583,26.5,35.45,0.0,68.05768,92.86309,37.48583,32.86677,35.93819,30.69569
2023-05-10,Flagyl,Metronidazole,korangi,150 mg tablet,Antifungal,11,130.0,30.164583,26.5,35.45,0.0,68.05768,92.86309,37.48583,32.86677,35.93819,30.69569
2023-05-10,Rocephin,Ceftriaxone,bahadurabad,200 mg tablet,Antidiabetic,2,130.0,30.164583,26.5,35.45,0.0,68.05768,92.86309,37.48583,32.86677,35.93819,30.69569
2023-06-10,Hydrocortisone,Hydrocortisone,gulshan,50 mg tablet,Respiratory,11,161.0,30.0,27.35,32.7,0.0,76.33213,91.813194,62.67762,35.66517,38.28816,33.093933
